zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latitude,longitude,isZillowOwned,variableDataType,variableDataText,variableDataIsFresh,badgeInfo,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,info2String,info3String,brokerName,hasAdditionalAttributions,isFeaturedListing,list,relaxed,hasOpenHouse,openHouseStartDate,openHouseEndDate,openHouseDescription,info6String,Unnamed: 46
113448319,113448319,,https://photos.zillowstatic.com/fp/3470e4cb35892cb9c0800bb5a9989980-p_e.jpg,true,https://www.zillow.com/homedetails/6-Sullivan-Dr-Bow-NH-03304/113448319_zpid/,FOR_SALE,Active,$,"$419,000",419000,"6 Sullivan Dr, Bow, NH 03304",6 Sullivan Dr,Bow,NH,3304,False,3,2,2602,43.162399,-71.608289,False,DAYS_ON,4 days on Zillow,,,ForSale,For Sale (Broker),419100,False,False,False,false,Listing provided by NEREN,,,False,False,True,false,,,,,,
83879066,83879066,,https://photos.zillowstatic.com/fp/02581f2c4445012f31d30a86e16e5b0a-p_e.jpg,true,https://www.zillow.com/homedetails/10416-W-Whitnall-Edge-Ct-APT-203-Franklin-WI-53132/83879066_zpid/,FOR_SALE,Condo for sale,$,"$134,900",134900,"10416 W Whitnall Edge Ct APT 203, Franklin, WI 53132",10416 W Whitnall Edge Ct APT 203,Franklin,WI,53132,False,2,2,940,42.927563,-88.045433,False,,,,ForSale,For Sale (Broker),139200,false,False,False,False,,,,false,False,True,False,,,,,,,
2071113316,2071113316,,https://photos.zillowstatic.com/fp/b82fc938892b66826f54772f1dc4a2a6-p_e.jpg,true,https://www.zillow.com/homedetails/2501-W-Wickenburg-Way-14-Wickenburg-AZ-85390/2071113316_zpid/,FOR_SALE,Home for sale,$,"$19,500",19500,"2501 W Wickenburg Way #14, Wickenburg, AZ 85390",2501 W Wickenburg Way #14,Wickenburg,AZ,85390,False,2,2,960,33.959002,-112.787495,False,PRICE_REDUCTION,"$3,000 (Jun 21)",,,ForSale,For Sale (Broker),,False,False,False,false,Listing provided by ARMLS,,Century 21 Arizona West,True,False,True,false,,,,,,
94996405,94996405,96024559,https://photos.zillowstatic.com/fp/2ec80ea155af4abe0cd08b1c27774456-p_e.jpg,true,https://www.zillow.com/homedetails/206-Lexington-Ave-Johnstown-PA-15902/94996405_zpid/,FOR_SALE,House for sale,$,"$67,500",67500,"206 Lexington Ave, Johnstown, PA 15902",206 Lexington Ave,Johnstown,PA,15902,False,4,1,1269,40.336724,-78.86785,False,DAYS_ON,5 days on Zillow,,ForSale,For Sale (Broker),63900,false,False,False,False,,,,false,False,True,False,,,,,,,
25530365,25530365,,https://photos.zillowstatic.com/fp/a442077cb4e89a6a282e9a106fa0637d-p_e.jpg,true,https://www.zillow.com/homedetails/25201-Vista-Fusco-Lake-Forest-CA-92630/25530365_zpid/,FOR_SALE,House for sale,$,"$899,000",899000,"25201 Vista Fusco, Lake Forest, CA 92630",25201 Vista Fusco,Lake Forest,CA,92630,False,4,2,1508,33.635524,-117.690725,False,VIDEO_WALKTHROUGH,Video Walkthrough,,,ForSale,For Sale (Broker),930200,False,False,True,false,,,Douglas Elliman of California,True,False,True,false,,,,,,
2096224255,2096224255,119524,https://photos.zillowstatic.com/fp/8a91deb051971d60168ec734facc5209-p_e.jpg,true,https://www.zillow.com/homedetails/1700-E-4th-Pittsburg-KS-66762/2096224255_zpid/,FOR_SALE,Lot / Land for sale,$,"$90,000",90000,"1700 E 4th, Pittsburg, KS 66762",1700 E 4th,Pittsburg,KS,66762,False,,,,37.409911,-94.678073,False,DAYS_ON,35 days on Zillow,,ForSale,For Sale (Broker),,false,False,False,False,,,,false,False,True,False,,,,,,,
2071265808,2071265808,211895,https://photos.zillowstatic.com/fp/f9d679b3f5558e2933192e079c37730f-p_e.jpg,true,https://www.zillow.com/homedetails/4551-4575-Zora-St-Joplin-MO-64801/2071265808_zpid/,FOR_SALE,Multi-family home for sale,$,"$2,300,000",2300000,"4551-4575 Zora St, Joplin, MO 64801",4551-4575 Zora St,Joplin,MO,64801,False,,,31260,37.112776,-94.482282,False,DAYS_ON,58 days on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,,,,False,False,True,false,,,,,,
2071559540,2071559540,,https://photos.zillowstatic.com/fp/64e6913b8758e011348c60b85d0b76b4-p_e.jpg,true,https://www.zillow.com/homedetails/0-Leeds-Athens-Rd-2-Athens-NY-12015/2071559540_zpid/,FOR_SALE,Lot / Land for sale,$,"$49,000",49000,"0 Leeds Athens Rd #2, Athens, NY 12015",0 Leeds Athens Rd #2,Athens,NY,12015,False,,,,42.264027,-73.81696,False,PRICE_REDUCTION,"$10,000 (Jun 7)",,,ForSale,For Sale (Broker),,False,False,False,false,,https://photos.zillowstatic.com/fp/2c431380d8ab3da7e6c5acbc4785e512-zillow_web_48_23.jpg,"Listing by: Barns & Farms Realty, LLC",True,False,True,false,,,,,,
83076734,83076734,,https://photos.zillowstatic.com/fp/c91491e0bd2240c3aac13d1576d9b310-p_e.jpg,true,https://www.zillow.com/homedetails/103-E-Fargo-Pl-Broken-Arrow-OK-74012/83076734_zpid/,FOR_SALE,House for sale,$,"$280,000",280000,"103 E Fargo Pl, Broken Arrow, OK 74012",103 E Fargo Pl,Broken Arrow,OK,74012,False,4,3,2314,36.079304,-95.788241,False,OPEN_HOUSE,Open: Sun. 2-4pm,,ForSale,For Sale (Broker),299200,false,False,False,False,,,Keller Williams Preferred,true,False,True,False,true,2021-06-27T14:00:00,2021-06-27T16:00:00,Open House - 2:00 - 4:00 PM,,,
112111560,112111560,,https://photos.zillowstatic.com/fp/a32870678f76dbe7eca25a2601f35fdd-p_e.jpg,true,https://www.zillow.com/homedetails/395-Ashland-Ave-Staten-Island-NY-10309/112111560_zpid/,FOR_SALE,Multi-family home for sale,$,"$1,350,000",1350000,"395 Ashland Ave, Staten Island, NY 10309",395 Ashland Ave,Staten Island,NY,10309,False,4,3,3000,40.529753,-74.205539,False,DAYS_ON,3 days on Zillow,,ForSale,For Sale (Broker),1301200,false,False,False,False,,,Listing by: Toscana Property LLC,true,False,True,False,,,,,,,
2083756616,2083756616,110514,https://photos.zillowstatic.com/fp/e29fa31695384fdf2104a865631318b7-p_e.jpg,true,https://www.zillow.com/homedetails/518-524-North-Pettus-TX-78146/2083756616_zpid/,FOR_SALE,Multi-family home for sale,$,"$175,000",175000,"518-524 North, Pettus, TX 78146",518-524 North,Pettus,TX,78146,False,8,,2160,28.62306,-97.79963,False,DAYS_ON,728 days on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,,,,False,False,True,false,,,,,,
2070499797,2070499797,,https://photos.zillowstatic.com/fp/a987af92a505000736a944e93c1c643d-p_e.jpg,true,https://www.zillow.com/homedetails/3521-Inverrary-Dr-J307-Fort-Lauderdale-FL-33319/2070499797_zpid/,FOR_SALE,Condo for sale,$,"$95,000",95000,"3521 Inverrary Dr #J307, Fort Lauderdale, FL 33319",3521 Inverrary Dr #J307,Fort Lauderdale,FL,33319,False,2,2,904,26.171653,-80.233548,False,PRICE_REDUCTION,"$1,000 (Jun 19)",,,ForSale,For Sale (Broker),92000,False,False,False,false,,https://photos.zillowstatic.com/fp/7ccc91401bd054ac578032d7f9b5fa7b-zillow_web_48_23.jpg,Alan Anderson PA,True,False,True,false,,,,,,
9124803,9124803,,https://photos.zillowstatic.com/fp/96ae5a39e343fed3b353612e3cab4bd0-p_e.jpg,true,https://www.zillow.com/homedetails/2254-Forest-Glen-Dr-Warrington-PA-18976/9124803_zpid/,FOR_SALE,House for sale,$,"$579,900",579900,"2254 Forest Glen Dr, Warrington, PA 18976",2254 Forest Glen Dr,Warrington,PA,18976,False,4,3,3294,40.262942,-75.119099,False,DAYS_ON,2 days on Zillow,,ForSale,For Sale (Broker),596200,false,False,False,False,,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,BHHS Keystone Properties,true,False,True,False,,,,,,,
235554258,235554258,,https://photos.zillowstatic.com/fp/56802abc8c14571f6a85c0137d53fefa-p_e.jpg,true,https://www.zillow.com/homedetails/404-E-Lancaster-De-Witt-NE-68341/235554258_zpid/,FOR_SALE,House for sale,$,"$135,000",135000,"404 E Lancaster, De Witt, NE 68341",404 E Lancaster,De Witt,NE,68341,False,2,2,1649,40.396946,-96.918482,False,DAYS_ON,25 days on Zillow,,,ForSale,For Sale (Broker),129900,False,False,False,false,,https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,Nebraska Realty,True,False,True,false,,,,,,
91113159,91113159,10968928,https://photos.zillowstatic.com/fp/9f9d3c93dde3b53cfd5f6bb02d0b3c4a-p_e.jpg,true,https://www.zillow.com/homedetails/513-Kansas-St-Concordia-KS-66901/91113159_zpid/,FOR_SALE,Lot / Land for sale,$,"$10,000",10000,"513 Kansas St, Concordia, KS 66901",513 Kansas St,Concordia,KS,66901,False,0,,,39.571911,-97.655573,False,PRICE_REDUCTION,"$3,900 (Jun 9)",,ForSale,For Sale (Broker),,false,False,False,False,,,,false,False,True,False,,,,,,,
2100264145,2100264145,,https://photos.zillowstatic.com/fp/73abd5ae8eb5eac26ceec208f88bf894-p_e.jpg,true,https://www.zillow.com/homedetails/2419-Village-Lakes-Drive-Katy-TX-77493/2100264145_zpid/,FOR_SALE,House for sale,$,"$275,000",275000,"2419 Village Lakes Drive, Katy, TX 77493",2419 Village Lakes Drive,Katy,TX,77493,False,4,3,2303,29.7982,-95.7949,False,TIME_ON_INFO,10 hours ago,false,,ForSale,For Sale (Broker),342000,False,False,False,false,,,"Annoura Realty Group, LLC",True,False,True,false,,,,,,
82773252,82773252,,https://photos.zillowstatic.com/fp/4166dd713ec92879a311b1fd406d1296-p_e.jpg,true,https://www.zillow.com/homedetails/Narragansett-RI-02882/82773252_zpid/,FOR_SALE,Townhouse for sale,$,"$899,900",899900,"(undisclosed Address), Narragansett, RI 02882",(undisclosed Address),Narragansett,RI,2882,True,3,3,3116,,,False,DAYS_ON,22 days on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,,https://photos.zillowstatic.com/fp/184523fa2dcf7a26a5c763e4965b08d8-zillow_web_48_23.jpg,SHAWOMET REALTY COMPANY,True,False,True,false,,,,,,
2070126047,2070126047,,https://photos.zillowstatic.com/fp/47f058d1f2cae7a91cc3d3fdfc666db9-p_e.jpg,true,https://www.zillow.com/homedetails/271-Averey-Ct-New-Castle-CO-81647/2070126047_zpid/,FOR_SALE,Townhouse for sale,$,"$399,000",399000,"271 Averey Ct, New Castle, CO 81647",271 Averey Ct,New Castle,CO,81647,False,3,3,1444,39.574792,-107.540429,False,DAYS_ON,10 days on Zillow,,ForSale,For Sale (Broker),399300,false,False,False,False,,,McKinley Sales,true,False,True,False,,,,,,,
51722070,51722070,,https://photos.zillowstatic.com/fp/9005a68ffd9c8972b6510d136e5733d9-p_e.jpg,true,https://www.zillow.com/homedetails/11604-Hunters-Green-Ct-Reston-VA-20191/51722070_zpid/,FOR_SALE,Townhouse for sale,$,"$599,900",599900,"11604 Hunters Green Ct, Reston, VA 20191",11604 Hunters Green Ct,Reston,VA,20191,False,4,3,2260,38.945556,-77.347929,False,OPEN_HOUSE,Open: Sun. 2-4pm,,,ForSale,For Sale (Broker),610300,False,False,False,false,,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,KW United,True,False,True,false,true,2021-06-27T14:00:00,2021-06-27T16:00:00,Open House - 2:00 - 4:00 PM,,
61272919,61272919,,https://photos.zillowstatic.com/fp/9ee3a5369e7820efafb44593dd800a01-p_e.jpg,true,https://www.zillow.com/homedetails/10950-Able-St-NE-Blaine-MN-55434/61272919_zpid/,FOR_SALE,House for sale,$,"$375,000",375000,"10950 Able St NE, Blaine, MN 55434",10950 Able St NE,Blaine,MN,55434,False,4,3,2041,45.169454,-93.250246,False,,,,,ForSale,For Sale (Broker),,False,False,False,false,,https://photos.zillowstatic.com/fp/21a8c0bf07dea6a2e4fa48ddc4216704-zillow_web_48_23.jpg,Realty Executives Top Results,True,False,True,false,,,,,,
120276725,120276725,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.061535,-83.938086&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=XLnoym9wXobXRZH_vWg7Pcjj89k=",,https://www.zillow.com/homedetails/206-Willow-St-Mount-Sterling-KY-40353/120276725_zpid/,FOR_SALE,House for sale,$,"$19,900",19900,"206 Willow St, Mount Sterling, KY 40353",206 Willow St,Mount Sterling,KY,40353,False,3,1,1188,38.061535,-83.938086,False,DAYS_ON,8 days on Zillow,,ForSale,For Sale (Broker),,false,False,False,False,Listing provided by LBAR,,"Dream Maker Realty, LLC",true,False,True,False,,,,,,,
2079865817,2079865817,,https://photos.zillowstatic.com/fp/c6248e06eb193f09dcc7198922c733c3-p_e.jpg,true,https://www.zillow.com/homedetails/1910-SW-118th-Ave-1910-Hollywood-FL-33025/2079865817_zpid/,FOR_SALE,Townhouse for sale,$,"$275,000",275000,"1910 SW 118th Ave #1910, Hollywood, FL 33025",1910 SW 118th Ave #1910,Hollywood,FL,33025,False,2,1,1030,25.991275,-80.303726,False,DAYS_ON,35 days on Zillow,,ForSale,For Sale (Broker),275000,false,False,False,False,,https://photos.zillowstatic.com/fp/7ccc91401bd054ac578032d7f9b5fa7b-zillow_web_48_23.jpg,RE/MAX Consultants Realty 1,true,False,True,False,,,,,,,
2079765499,2079765499,,https://photos.zillowstatic.com/fp/cbd113eb41b26ac8eaea2f835e16ef7a-p_e.jpg,true,https://www.zillow.com/homedetails/547-Cape-Jellison-Rd-Stockton-Springs-ME-04981/2079765499_zpid/,FOR_SALE,Active,$,"$149,900",149900,"547 Cape Jellison Rd, Stockton Springs, ME 04981",547 Cape Jellison Rd,Stockton Springs,ME,4981,False,,,,44.455047,-68.855918,False,,,,,ForSale,For Sale (Broker),,False,False,False,false,,https://photos.zillowstatic.com/fp/007c8aec25461d8203718eefd656ac5e-zillow_web_48_23.jpg,Maine Country and Coast Real Estate,True,False,True,false,,,,,,
31507242,31507242,1502528,https://photos.zillowstatic.com/fp/c86b48cc4e2169b486e565ea0e5082bd-p_e.jpg,true,https://www.zillow.com/homedetails/113-E-35th-St-New-York-NY-10016/31507242_zpid/,FOR_SALE,Townhouse for sale,$,"$5,000,000",5000000,"113 E 35th St, New York, NY 10016",113 E 35th St,New York,NY,10016,False,6,6,4000,40.747597,-73.97991,False,DAYS_ON,240 days on Zillow,,,ForSale,For Sale (Broker),4727272,False,False,False,false,,,Listing by: Douglas Elliman,True,False,True,false,,,,,,
2070077542,2070077542,,https://photos.zillowstatic.com/fp/be4fd41ac57b6ef274d0225d28a16946-p_e.jpg,true,https://www.zillow.com/homedetails/1000-Providence-Pl-APT-154-Providence-RI-02903/2070077542_zpid/,FOR_SALE,Condo for sale,$,"$265,000",265000,"1000 Providence Pl APT 154, Providence, RI 02903",1000 Providence Pl APT 154,Providence,RI,2903,False,1,1,854,41.827961,-71.419586,False,3D_HOME,3D Tour,,ForSale,For Sale (Broker),266100,false,True,False,False,,https://photos.zillowstatic.com/fp/184523fa2dcf7a26a5c763e4965b08d8-zillow_web_48_23.jpg,Mott & Chace Sotheby's Intl.,true,False,True,False,,,,,,,
104316081,104316081,,https://photos.zillowstatic.com/fp/3111186b8929dfb4972495d822f231ea-p_e.jpg,true,https://www.zillow.com/homedetails/1913-Royal-Princess-Rd-Laughlin-NV-89029/104316081_zpid/,FOR_SALE,House for sale,$,"$389,900",389900,"1913 Royal Princess Rd, Laughlin, NV 89029",1913 Royal Princess Rd,Laughlin,NV,89029,False,3,2,1942,35.127424,-114.623009,False,DAYS_ON,2 days on Zillow,,ForSale,For Sale (Broker),,false,False,False,False,Listing provided by GLVAR,https://photos.zillowstatic.com/fp/409bf159a29b37c0d98057377e46eed4-zillow_web_48_23.jpg,Barbarita Realty Consultants,true,False,True,False,,,,,,,
2118101653,2118101653,,https://photos.zillowstatic.com/fp/2cd9cd54b175b83d05e5d2a6c0e654c8-p_e.jpg,true,https://www.zillow.com/homedetails/8500-E-Southern-Ave-LOT-586-Mesa-AZ-85209/2118101653_zpid/,FOR_SALE,Home for sale,$,"$150,000",150000,"8500 E Southern Ave LOT 586, Mesa, AZ 85209",8500 E Southern Ave LOT 586,Mesa,AZ,85209,False,2,2,1404,33.396628,-111.64623,False,DAYS_ON,1 day on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,Listing provided by ARMLS,,Realty ONE Group,True,False,True,false,,,,,,
536497,536497,,https://photos.zillowstatic.com/fp/b1e038872ff0c22fc7a6cfe13b38f934-p_e.jpg,true,https://www.zillow.com/homedetails/15-2846-Pahoa-Village-Rd-Pahoa-HI-96778/536497_zpid/,FOR_SALE,House for sale,$,"$325,000",325000,"15-2846 Pahoa Village Rd, Pahoa, HI 96778",15-2846 Pahoa Village Rd,Pahoa,HI,96778,False,3,1,1080,19.49576,-154.950074,False,DAYS_ON,18 days on Zillow,,ForSale,For Sale (Broker),317298,false,False,False,False,,,"Sonoma Creek Realty, LLC",true,False,True,False,,,,,,,
95225957,95225957,,https://photos.zillowstatic.com/fp/3b260d5a6db6602ffe3fd88ebfe6d8da-p_e.jpg,true,https://www.zillow.com/homedetails/25-Garland-Swamp-Rd-Poland-ME-04274/95225957_zpid/,FOR_SALE,Active,$,"$299,900",299900,"25 Garland Swamp Rd, Poland, ME 04274",25 Garland Swamp Rd,Poland,ME,4274,False,2,1,800,44.061439,-70.424161,False,,,,ForSale,For Sale (Broker),,false,False,False,False,,https://photos.zillowstatic.com/fp/007c8aec25461d8203718eefd656ac5e-zillow_web_48_23.jpg,Mr. Lakefront Inc.,true,False,True,False,,,,,,,
32396694,32396694,,https://photos.zillowstatic.com/fp/69454bee1f8c6198274ccb262ac984c1-p_e.jpg,true,https://www.zillow.com/homedetails/22-Closter-Rd-Palisades-NY-10964/32396694_zpid/,FOR_SALE,House for sale,$,"$389,000",389000,"22 Closter Rd, Palisades, NY 10964",22 Closter Rd,Palisades,NY,10964,False,1,1,858,41.011177,-73.916044,False,DAYS_ON,8 days on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,,https://photos.zillowstatic.com/fp/4790d622e3a6cb6c9e6461369e9ed5b1-zillow_web_48_23.jpg,Listing by: Howard Hanna Rand Realty,True,False,True,false,,,,,,
2074710544,2074710544,,https://photos.zillowstatic.com/fp/10e64fef1e758d4986bbd25697fd35f7-p_e.jpg,true,https://www.zillow.com/homedetails/965-Tiger-Ln-39-Charlotte-NC-28262/2074710544_zpid/,FOR_SALE,Townhouse for sale,$,"$265,000",265000,"965 Tiger Ln #39, Charlotte, NC 28262",965 Tiger Ln #39,Charlotte,NC,28262,False,4,4,1920,35.331088,-80.735892,False,OPEN_HOUSE,Open: Sun. 2-4pm,,,ForSale,For Sale (Broker),274800,False,False,False,false,,https://photos.zillowstatic.com/fp/3bcb55f59a0834ad1ed7d2550c9c2fb6-zillow_web_48_23.jpg,Keller Williams Ballantyne Area,True,False,True,false,true,2021-06-27T14:00:00,2021-06-27T16:00:00,Open House - 2:00 - 4:00 PM,,
14596930,14596930,,https://photos.zillowstatic.com/fp/6aad2033c7eb6f4a40218bf90f2ca073-p_e.jpg,true,https://www.zillow.com/homedetails/130-Felton-Ct-Fayetteville-GA-30214/14596930_zpid/,FOR_SALE,House for sale,$,"$299,000",299000,"130 Felton Ct, Fayetteville, GA 30214",130 Felton Ct,Fayetteville,GA,30214,False,4,4,2512,33.458983,-84.407948,False,DAYS_ON,2 days on Zillow,,,ForSale,For Sale (Broker),308500,False,False,False,false,,https://photos.zillowstatic.com/fp/4c49f3a7a0a724c160292d2c656bde0f-zillow_web_48_23.jpg,,False,False,True,false,,,,,,
141222240,141222240,,https://photos.zillowstatic.com/fp/eaf453cf32d03493240139c9fb01bd56-p_e.jpg,true,https://www.zillow.com/homedetails/2213-N-Michael-Way-Las-Vegas-NV-89108/141222240_zpid/,FOR_SALE,Lot / Land for sale,$,"$94,800",94800,"2213 N Michael Way, Las Vegas, NV 89108",2213 N Michael Way,Las Vegas,NV,89108,False,,,,36.199744,-115.215153,False,DAYS_ON,3 days on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,Listing provided by GLVAR,https://photos.zillowstatic.com/fp/409bf159a29b37c0d98057377e46eed4-zillow_web_48_23.jpg,World Capital Realty,True,False,True,false,,,,,Irene Edwards Segura,
71186573,71186573,,https://photos.zillowstatic.com/fp/60a19d881c62edfa9d5ed6421978b06b-p_e.jpg,true,https://www.zillow.com/homedetails/7747-Kingsbury-Blvd-UNIT-31-Saint-Louis-MO-63105/71186573_zpid/,FOR_SALE,Condo for sale,$,"$307,500",307500,"7747 Kingsbury Blvd UNIT 31, Saint Louis, MO 63105",7747 Kingsbury Blvd UNIT 31,Saint Louis,MO,63105,False,2,2,1420,38.65625,-90.335195,False,,,,,ForSale,For Sale (Broker),,False,False,False,false,,https://photos.zillowstatic.com/fp/de048d4a62061ba077ec162895727e9c-zillow_web_48_23.jpg,Coldwell Banker Realty - Gunda,True,False,True,false,,,,,,
82475560,82475560,,https://photos.zillowstatic.com/fp/fdd80504cea066eedff1b9195fd4d714-p_e.jpg,true,https://www.zillow.com/homedetails/1700-Ala-Moana-Blvd-APT-3403-Honolulu-HI-96815/82475560_zpid/,FOR_SALE,Active,$,"$290,000",290000,"1700 Ala Moana Blvd APT 3403, Honolulu, HI 96815",1700 Ala Moana Blvd APT 3403,Honolulu,HI,96815,False,0,1,386,21.286769,-157.838997,False,DAYS_ON,3 days on Zillow,,ForSale,For Sale (Broker),,false,False,False,False,Listing provided by Hicentral MLS,https://photos.zillowstatic.com/fp/f6380d436f59c64b634a690b53babce6-zillow_web_48_23.jpg,"Stott Real Estate, Inc.",true,False,True,False,,,,,,,
118766916,118766916,,https://photos.zillowstatic.com/fp/b8ea3aa717f3c24ebb1e9dd6c9cc29ae-p_e.jpg,true,https://www.zillow.com/homedetails/200-S-31st-Ave-APT-4510-Omaha-NE-68131/118766916_zpid/,FOR_SALE,Condo for sale,$,"$209,000",209000,"200 S 31st Ave APT 4510, Omaha, NE 68131",200 S 31st Ave APT 4510,Omaha,NE,68131,False,1,1,947,41.25873,-95.960491,False,DAYS_ON,75 days on Zillow,,,ForSale,For Sale (Broker),209000,False,False,False,false,,https://photos.zillowstatic.com/fp/60e7322d5c3d5da4d7893f44ef074110-zillow_web_48_23.jpg,BHHS Ambassador Real Estate,True,False,True,false,,,,,,
53815091,53815091,,https://photos.zillowstatic.com/fp/1330cf3cdf2b58445fffe4cf233d9565-p_e.jpg,true,https://www.zillow.com/homedetails/2221-SW-1st-Ave-APT-423-Portland-OR-97201/53815091_zpid/,FOR_SALE,Active,$,"$435,000",435000,"2221 SW 1st Ave APT 423, Portland, OR 97201",2221 SW 1st Ave APT 423,Portland,OR,97201,False,2,2,1332,45.506949,-122.679178,False,3D_HOME,3D Tour,,,ForSale,For Sale (Broker),421700,False,True,False,false,,https://photos.zillowstatic.com/fp/ca2b2c15d6ee43b55a1e33dfdfd6a14f-zillow_web_48_23.jpg,Realty Portland,True,False,True,false,,,,,,
116515938,116515938,,https://photos.zillowstatic.com/fp/9a24453ce57afcf4f3ef80828635cd4e-p_e.jpg,true,https://www.zillow.com/homedetails/324-4th-Ave-SE-Cut-Bank-MT-59427/116515938_zpid/,FOR_SALE,Condo for sale,$,"$125,000",125000,"324 4th Ave SE, Cut Bank, MT 59427",324 4th Ave SE,Cut Bank,MT,59427,False,1,1,2500,48.629836,-112.333349,False,DAYS_ON,52 days on Zillow,,,ForSale,For Sale (Broker),125000,False,False,False,false,,https://photos.zillowstatic.com/fp/32f826d2bc987ab7640b8ff296afc695-zillow_web_48_23.jpg,"Dye, Tavary & Judge, Inc",True,False,True,false,,,,,Shawn Christiaens,
2070455412,2070455412,,https://photos.zillowstatic.com/fp/79b6ed3c143e376967f29efd988f1659-p_e.jpg,true,https://www.zillow.com/homedetails/3456-E-Pinetree-Dr-6-Williams-AZ-86046/2070455412_zpid/,FOR_SALE,Lot / Land for sale,$,"$89,900",89900,"3456 E Pinetree Dr #6, Williams, AZ 86046",3456 E Pinetree Dr #6,Williams,AZ,86046,False,,,,35.2353,-112.116188,False,DAYS_ON,24 days on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,Listing provided by ARMLS,,Superlative Realty,True,False,True,false,,,,,,
305869002,305869002,,https://photos.zillowstatic.com/fp/13aabfa180acfb9d53a4b46e4abc2f6c-p_e.jpg,true,https://www.zillow.com/homedetails/21025-Rocky-Knoll-Sq-UNIT-205-Ashburn-VA-20147/305869002_zpid/,FOR_SALE,Condo for sale,$,"$399,990",399990,"21025 Rocky Knoll Sq UNIT 205, Ashburn, VA 20147",21025 Rocky Knoll Sq UNIT 205,Ashburn,VA,20147,False,2,2,1501,39.034539,-77.45924,False,OPEN_HOUSE,Open: Sun. 1-3pm,,ForSale,For Sale (Broker),463400,false,True,False,False,,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Redfin Corporation,true,False,True,False,true,2021-06-27T13:00:00,2021-06-27T15:00:00,Open House - 1:00 - 3:00 PM,,,
55012391,55012391,,https://photos.zillowstatic.com/fp/9dd0e2eae8747749f769cfe322a8eedf-p_e.jpg,true,https://www.zillow.com/homedetails/1024-Kathleen-Ct-Roswell-GA-30075/55012391_zpid/,FOR_SALE,Multi-family home for sale,$,"$3,980,000",3980000,"1024 Kathleen Ct, Roswell, GA 30075",1024 Kathleen Ct,Roswell,GA,30075,False,,,,34.03462,-84.358891,False,DAYS_ON,16 days on Zillow,,,ForSale,For Sale (Broker),,False,False,False,false,,https://photos.zillowstatic.com/fp/d2c28114f36af4dea165c93003b4cd2e-zillow_web_48_23.jpg,"EXP Realty, LLC.",True,False,True,false,,,,,,
2098355406,2098355406,,https://photos.zillowstatic.com/fp/4865a25368f843f7bf706968646cb71e-p_e.jpg,true,https://www.zillow.com/homedetails/106-Falls-Point-Dr-UNIT-3B-Lake-Ozark-MO-65049/2098355406_zpid/,FOR_SALE,Condo for sale,$,"$269,000",269000,"106 Falls Point Dr UNIT 3B, Lake Ozark, MO 65049",106 Falls Point Dr UNIT 3B,Lake Ozark,MO,65049,False,3,2,1220,38.202,-92.6627,False,PRICE_REDUCTION,"$6,000 (Jun 22)",,,ForSale,For Sale (Broker),,False,False,False,false,,,Pinnacle Real Estate Partners,True,False,True,false,,,,,,
11854942,11854942,,https://photos.zillowstatic.com/fp/e6042ce221a2ac3c4648184ad00195b8-p_e.jpg,true,https://www.zillow.com/homedetails/289-Museum-Rd-Rock-Hill-SC-29732/11854942_zpid/,FOR_SALE,House for sale,$,"$425,000",425000,"289 Museum Rd, Rock Hill, SC 29732",289 Museum Rd,Rock Hill,SC,29732,False,3,3,2457,34.98367,-81.063991,False,PRICE_REDUCTION,"$40,000 (Jun 21)",,,ForSale,For Sale (Broker),431400,False,False,False,false,,https://photos.zillowstatic.com/fp/3bcb55f59a0834ad1ed7d2550c9c2fb6-zillow_web_48_23.jpg,McNulty Realty LLC,True,False,True,false,,,,,,
